MACH,RE,ALPHA,BETA,DEFL_1_1,DEFL_1_2,DEFL_1_3,DEFL_1_4,FX,FY,FZ,TX,TY,TZ
0.3,7000000,14.7,16.56,20.783,1.793,25.931,29.284,0.0816,-1.3098,1.1774,-0.0833,-0.353,0.3276
0.3,7000000,19.839,16.56,20.783,1.793,25.931,29.284,0.0496,-1.4441,1.5003,-0.0922,-0.3881,0.3862
0.45,10000000,-19.49,16.56,20.783,1.793,25.931,29.284,0.0852,-0.4104,-0.8998,0.0056,-0.0199,-0.1297
0.45,10000000,-12.526,16.56,20.783,1.793,25.931,29.284,0.1192,-0.5454,-0.4565,-0.0123,-0.0943,-0.0495
0.45,10000000,-6.418,16.56,20.783,1.793,25.931,29.284,0.1346,-0.6688,-0.0968,-0.0282,-0.1494,0.0239
0.45,10000000,-6.13,16.56,20.783,1.793,25.931,29.284,0.1349,-0.6749,-0.0806,-0.0289,-0.1518,0.0275
0.45,10000000,-5.697,16.56,20.783,1.793,25.931,29.284,0.1353,-0.6847,-0.0557,-0.0301,-0.1557,0.033
0.45,10000000,-2.996,16.56,20.783,1.793,25.931,29.284,0.1361,-0.7531,0.1018,-0.0375,-0.182,0.0705
0.45,10000000,-1.37,16.56,20.783,1.793,25.931,29.284,0.1353,-0.7994,0.1973,-0.0421,-0.1991,0.0948
0.45,10000000,1.389,16.56,20.783,1.793,25.931,29.284,0.1316,-0.8872,0.362,-0.0502,-0.231,0.1389
0.45,10000000,1.436,16.56,20.783,1.793,25.931,29.284,0.1315,-0.8888,0.3649,-0.0503,-0.2316,0.1397
0.45,10000000,5.912,16.56,20.783,1.793,25.931,29.284,0.1206,-1.0395,0.6343,-0.063,-0.2815,0.2107
0.45,10000000,9.34,16.56,20.783,1.793,25.931,29.284,0.1067,-1.1511,0.846,-0.0715,-0.3127,0.2603
0.45,10000000,12.205,16.56,20.783,1.793,25.931,29.284,0.0922,-1.2395,1.026,-0.0777,-0.3349,0.2981
0.45,10000000,12.714,16.56,20.783,1.793,25.931,29.284,0.0894,-1.2544,1.0578,-0.0787,-0.3385,0.3044
0.45,10000000,14.7,16.56,20.783,1.793,25.931,29.284,0.078,-1.3106,1.1815,-0.0825,-0.352,0.3279
0.45,10000000,19.839,16.56,20.783,1.793,25.931,29.284,0.0451,-1.4448,1.5072,-0.091,-0.3859,0.3844
0.6,14000000,-19.49,16.56,20.783,1.793,25.931,29.284,0.0774,-0.4349,-0.9375,0.0058,-0.0154,-0.1268
0.6,14000000,-12.526,16.56,20.783,1.793,25.931,29.284,0.1128,-0.5588,-0.4539,-0.0123,-0.0945,-0.044
0.6,14000000,-6.418,16.56,20.783,1.793,25.931,29.284,0.1299,-0.6809,-0.0857,-0.0286,-0.1535,0.0316
0.6,14000000,-6.13,16.56,20.783,1.793,25.931,29.284,0.1303,-0.6863,-0.07,-0.0293,-0.1556,0.0347
0.6,14000000,-5.697,16.56,20.783,1.793,25.931,29.284,0.1308,-0.6957,-0.0453,-0.0304,-0.1594,0.0402
0.6,14000000,-2.996,16.56,20.783,1.793,25.931,29.284,0.1319,-0.7636,0.1129,-0.0379,-0.1862,0.0779
0.6,14000000,-1.37,16.56,20.783,1.793,25.931,29.284,0.1312,-0.8098,0.2088,-0.0426,-0.2038,0.1024
0.6,14000000,1.389,16.56,20.783,1.793,25.931,29.284,0.1278,-0.8972,0.3739,-0.0506,-0.2359,0.1465
0.6,14000000,1.436,16.56,20.783,1.793,25.931,29.284,0.1277,-0.8987,0.3767,-0.0508,-0.2365,0.1473
0.6,14000000,5.912,16.56,20.783,1.793,25.931,29.284,0.1169,-1.0455,0.6432,-0.0631,-0.2848,0.2165
0.6,14000000,9.34,16.56,20.783,1.793,25.931,29.284,0.1029,-1.155,0.8538,-0.0713,-0.315,0.265
0.6,14000000,12.205,16.56,20.783,1.793,25.931,29.284,0.0878,-1.2443,1.0349,-0.0773,-0.3363,0.3018
0.6,14000000,12.714,16.56,20.783,1.793,25.931,29.284,0.0848,-1.2599,1.0674,-0.0783,-0.3399,0.308
0.6,14000000,14.7,16.56,20.783,1.793,25.931,29.284,0.0725,-1.3188,1.1946,-0.0818,-0.3529,0.3309
0.15,3500000,-15.152,9.29,28.789,24.471,20.044,-0.466,0.1136,-0.0134,-0.6518,0.0147,0.0924,-0.1902
0.15,3500000,-14.911,9.29,28.789,24.471,20.044,-0.466,0.1148,-0.0218,-0.6335,0.0139,0.0886,-0.1857
0.15,3500000,-13.561,9.29,28.789,24.471,20.044,-0.466,0.1215,-0.0669,-0.5341,0.0096,0.0685,-0.1615
0.15,3500000,-9.78,9.29,28.789,24.471,20.044,-0.466,0.1382,-0.17,-0.2879,-0.0007,0.0259,-0.1049
0.15,3500000,-8.492,9.29,28.789,24.471,20.044,-0.466,0.1433,-0.1968,-0.2158,-0.0036,0.0163,-0.0896
0.15,3500000,-8.099,9.29,28.789,24.471,20.044,-0.466,0.1448,-0.2041,-0.195,-0.0044,0.0139,-0.0855
0.15,3500000,-4.76,9.29,28.789,24.471,20.044,-0.466,0.1562,-0.2509,-0.0411,-0.0099,0.0027,-0.0579
0.15,3500000,-2.376,9.29,28.789,24.471,20.044,-0.466,0.1631,-0.2729,0.0483,-0.0128,0.0023,-0.0448
0.15,3500000,-0.23,9.29,28.789,24.471,20.044,-0.466,0.168,-0.2911,0.1225,-0.0148,0.0047,-0.0352
0.15,3500000,4.594,9.29,28.789,24.471,20.044,-0.466,0.1745,-0.3836,0.3349,-0.0229,-0.0094,0.0078
0.15,3500000,9.778,9.29,28.789,24.471,20.044,-0.466,0.172,-0.5847,0.6723,-0.0392,-0.073,0.1009
0.15,3500000,9.984,9.29,28.789,24.471,20.044,-0.466,0.1716,-0.5934,0.6865,-0.0399,-0.076,0.105
0.15,3500000,12.595,9.29,28.789,24.471,20.044,-0.466,0.1632,-0.7076,0.8679,-0.0483,-0.1185,0.1579
0.15,3500000,17.342,9.29,28.789,24.471,20.044,-0.466,0.1389,-0.8896,1.1822,-0.0607,-0.1896,0.2428
0.15,3500000,18.057,9.29,28.789,24.471,20.044,-0.466,0.1346,-0.9114,1.2265,-0.0621,-0.198,0.2531
0.3,7000000,-15.152,9.29,28.789,24.471,20.044,-0.466,0.1114,-0.017,-0.6568,0.0146,0.0921,-0.1884
0.3,7000000,-14.911,9.29,28.789,24.471,20.044,-0.466,0.1126,-0.0253,-0.6383,0.0138,0.0883,-0.1839
0.3,7000000,-13.561,9.29,28.789,24.471,20.044,-0.466,0.1194,-0.0698,-0.5378,0.0096,0.0682,-0.1598
0.3,7000000,-9.78,9.29,28.789,24.471,20.044,-0.466,0.1365,-0.1714,-0.2893,-0.0007,0.0254,-0.1033
0.3,7000000,-8.492,9.29,28.789,24.471,20.044,-0.466,0.1416,-0.1979,-0.2165,-0.0036,0.0158,-0.0881
0.3,7000000,-8.099,9.29,28.789,24.471,20.044,-0.466,0.1431,-0.205,-0.1956,-0.0044,0.0133,-0.084
0.3,7000000,-4.76,9.29,28.789,24.471,20.044,-0.466,0.1546,-0.2515,-0.0405,-0.0099,0.0019,-0.0563
0.3,7000000,-2.376,9.29,28.789,24.471,20.044,-0.466,0.1613,-0.2739,0.0498,-0.0128,0.0011,-0.0429
0.3,7000000,-0.23,9.29,28.789,24.471,20.044,-0.466,0.1662,-0.2926,0.1247,-0.0149,0.0031,-0.0329
0.3,7000000,4.594,9.29,28.789,24.471,20.044,-0.466,0.1725,-0.3871,0.3392,-0.0232,-0.0124,0.0112
0.3,7000000,9.778,9.29,28.789,24.471,20.044,-0.466,0.1692,-0.5913,0.6789,-0.0396,-0.0779,0.1056
0.3,7000000,9.984,9.29,28.789,24.471,20.044,-0.466,0.1688,-0.6001,0.6932,-0.0402,-0.081,0.1097
0.3,7000000,12.595,9.29,28.789,24.471,20.044,-0.466,0.1602,-0.7142,0.8754,-0.0486,-0.1233,0.1624
0.3,7000000,17.342,9.29,28.789,24.471,20.044,-0.466,0.1358,-0.893,1.1912,-0.0606,-0.192,0.245
0.3,7000000,18.057,9.29,28.789,24.471,20.044,-0.466,0.1315,-0.9144,1.236,-0.062,-0.2001,0.255
0.45,10000000,-15.152,9.29,28.789,24.471,20.044,-0.466,0.1084,-0.0205,-0.66,0.0145,0.091,-0.1851
0.45,10000000,-14.911,9.29,28.789,24.471,20.044,-0.466,0.1097,-0.0286,-0.6413,0.0138,0.0872,-0.1807
0.45,10000000,-13.561,9.29,28.789,24.471,20.044,-0.466,0.1167,-0.0723,-0.5399,0.0095,0.0671,-0.1568
0.45,10000000,-9.78,9.29,28.789,24.471,20.044,-0.466,0.1339,-0.1721,-0.2895,-0.0007,0.0244,-0.1008
0.45,10000000,-8.492,9.29,28.789,24.471,20.044,-0.466,0.1391,-0.1981,-0.2163,-0.0036,0.0147,-0.0856
0.45,10000000,-8.099,9.29,28.789,24.471,20.044,-0.466,0.1406,-0.2052,-0.1952,-0.0044,0.0123,-0.0815
0.45,10000000,-4.76,9.29,28.789,24.471,20.044,-0.466,0.1521,-0.2515,-0.0387,-0.0099,0.0004,-0.0535
0.45,10000000,-2.376,9.29,28.789,24.471,20.044,-0.466,0.1587,-0.2747,0.0528,-0.0129,-0.0011,-0.0397
0.45,10000000,-0.23,9.29,28.789,24.471,20.044,-0.466,0.1634,-0.2945,0.129,-0.0151,0.0001,-0.029
0.45,10000000,4.594,9.29,28.789,24.471,20.044,-0.466,0.1692,-0.3929,0.3466,-0.0236,-0.0178,0.0171
0.45,10000000,9.778,9.29,28.789,24.471,20.044,-0.466,0.1649,-0.6009,0.6882,-0.0402,-0.0861,0.1135
0.45,10000000,9.984,9.29,28.789,24.471,20.044,-0.466,0.1644,-0.6099,0.7025,-0.0408,-0.0893,0.1176
0.45,10000000,12.595,9.29,28.789,24.471,20.044,-0.466,0.1556,-0.7226,0.8844,-0.049,-0.1309,0.1695
0.45,10000000,17.342,9.29,28.789,24.471,20.044,-0.466,0.1315,-0.8942,1.1982,-0.0604,-0.195,0.2478
0.45,10000000,18.057,9.29,28.789,24.471,20.044,-0.466,0.1273,-0.9149,1.2431,-0.0617,-0.2025,0.2571
0.6,14000000,-15.152,9.29,28.789,24.471,20.044,-0.466,0.1046,-0.0215,-0.6641,0.0146,0.09,-0.1817
0.6,14000000,-14.911,9.29,28.789,24.471,20.044,-0.466,0.1059,-0.0295,-0.6452,0.0138,0.0862,-0.1773
0.6,14000000,-13.561,9.29,28.789,24.471,20.044,-0.466,0.113,-0.0726,-0.5426,0.0096,0.0661,-0.1535
0.6,14000000,-9.78,9.29,28.789,24.471,20.044,-0.466,0.1305,-0.1713,-0.2896,-0.0006,0.0232,-0.0976
0.6,14000000,-8.492,9.29,28.789,24.471,20.044,-0.466,0.1357,-0.1971,-0.2155,-0.0035,0.0134,-0.0824
0.6,14000000,-8.099,9.29,28.789,24.471,20.044,-0.466,0.1372,-0.2041,-0.1943,-0.0043,0.0109,-0.0782
0.6,14000000,-4.76,9.29,28.789,24.471,20.044,-0.466,0.1487,-0.2508,-0.0358,-0.0099,-0.0016,-0.0498
0.6,14000000,-2.376,9.29,28.789,24.471,20.044,-0.466,0.1552,-0.2752,0.0574,-0.013,-0.004,-0.0351
0.6,14000000,-0.23,9.29,28.789,24.471,20.044,-0.466,0.1597,-0.2966,0.1353,-0.0154,-0.0038,-0.0235
0.6,14000000,4.594,9.29,28.789,24.471,20.044,-0.466,0.1648,-0.4009,0.358,-0.0243,-0.0254,0.0258
0.6,14000000,9.778,9.29,28.789,24.471,20.044,-0.466,0.1587,-0.6168,0.7042,-0.0413,-0.0992,0.1263
0.6,14000000,9.984,9.29,28.789,24.471,20.044,-0.466,0.1581,-0.6261,0.7186,-0.042,-0.1026,0.1306
0.6,14000000,12.595,9.29,28.789,24.471,20.044,-0.466,0.1492,-0.7369,0.8997,-0.05,-0.1434,0.1815
0.6,14000000,17.342,9.29,28.789,24.471,20.044,-0.466,0.1266,-0.8969,1.2098,-0.0605,-0.1995,0.2529
0.15,3500000,-14.235,-1.24,-13.629,-1.048,-10.654,3.026,0.0967,0.4795,-0.8669,0.0433,0.1346,-0.2077
0.15,3500000,-12.361,-1.24,-13.629,-1.048,-10.654,3.026,0.1033,0.4119,-0.7288,0.0372,0.1098,-0.1736
0.15,3500000,-11.806,-1.24,-13.629,-1.048,-10.654,3.026,0.105,0.3915,-0.6883,0.0354,0.1025,-0.1633
0.15,3500000,-11.801,-1.24,-13.629,-1.048,-10.654,3.026,0.105,0.3913,-0.6879,0.0354,0.1024,-0.1632
0.15,3500000,-9.476,-1.24,-13.629,-1.048,-10.654,3.026,0.1109,0.3074,-0.5232,0.0278,0.0731,-0.1209
0.15,3500000,-7.993,-1.24,-13.629,-1.048,-10.654,3.026,0.1136,0.2398,-0.4077,0.0216,0.0478,-0.0869
0.15,3500000,-7.46,-1.24,-13.629,-1.048,-10.654,3.026,0.1144,0.2183,-0.3697,0.0197,0.0402,-0.0761
0.15,3500000,-4.841,-1.24,-13.629,-1.048,-10.654,3.026,0.117,0.1283,-0.2055,0.0116,0.0116,-0.0314
0.15,3500000,0.703,-1.24,-13.629,-1.048,-10.654,3.026,0.1174,0.0462,-0.0058,0.0045,0.0049,0.0088
0.15,3500000,4.856,-1.24,-13.629,-1.048,-10.654,3.026,0.1146,0.0072,0.1255,0.0003,0.0071,0.0298
0.15,3500000,7.801,-1.24,-13.629,-1.048,-10.654,3.026,0.1098,-0.0281,0.245,-0.0034,0.0046,0.0485
0.15,3500000,12.097,-1.24,-13.629,-1.048,-10.654,3.026,0.0974,-0.1233,0.488,-0.0126,-0.022,0.0975
0.15,3500000,14.429,-1.24,-13.629,-1.048,-10.654,3.026,0.0878,-0.1723,0.6272,-0.0172,-0.0362,0.1226
0.15,3500000,17.283,-1.24,-13.629,-1.048,-10.654,3.026,0.0736,-0.2162,0.7893,-0.0213,-0.047,0.1453
0.15,3500000,18.943,-1.24,-13.629,-1.048,-10.654,3.026,0.0641,-0.2364,0.8815,-0.0231,-0.0514,0.1557
0.3,7000000,-14.235,-1.24,-13.629,-1.048,-10.654,3.026,0.0958,0.4794,-0.8699,0.0433,0.1355,-0.2079
0.3,7000000,-12.361,-1.24,-13.629,-1.048,-10.654,3.026,0.1025,0.4119,-0.7308,0.0372,0.1105,-0.1738
0.3,7000000,-11.806,-1.24,-13.629,-1.048,-10.654,3.026,0.1042,0.3915,-0.6901,0.0354,0.1031,-0.1635
0.3,7000000,-11.801,-1.24,-13.629,-1.048,-10.654,3.026,0.1042,0.3914,-0.6897,0.0354,0.103,-0.1634
0.3,7000000,-9.476,-1.24,-13.629,-1.048,-10.654,3.026,0.1102,0.3077,-0.5243,0.0278,0.0736,-0.1212
0.3,7000000,-7.993,-1.24,-13.629,-1.048,-10.654,3.026,0.1129,0.2401,-0.4086,0.0217,0.0482,-0.0872
0.3,7000000,-7.46,-1.24,-13.629,-1.048,-10.654,3.026,0.1137,0.2186,-0.3706,0.0197,0.0406,-0.0765
0.3,7000000,-4.841,-1.24,-13.629,-1.048,-10.654,3.026,0.1164,0.1285,-0.2059,0.0116,0.0118,-0.0316
0.3,7000000,0.703,-1.24,-13.629,-1.048,-10.654,3.026,0.1167,0.0462,-0.0058,0.0045,0.0049,0.0087
0.3,7000000,4.856,-1.24,-13.629,-1.048,-10.654,3.026,0.1139,0.0072,0.1256,0.0003,0.0071,0.0297
0.3,7000000,7.801,-1.24,-13.629,-1.048,-10.654,3.026,0.1091,-0.0276,0.2453,-0.0033,0.0047,0.0482
0.3,7000000,12.097,-1.24,-13.629,-1.048,-10.654,3.026,0.0966,-0.1227,0.49,-0.0126,-0.0222,0.0973
0.3,7000000,14.429,-1.24,-13.629,-1.048,-10.654,3.026,0.0869,-0.1724,0.6316,-0.0172,-0.0371,0.1229
0.3,7000000,17.283,-1.24,-13.629,-1.048,-10.654,3.026,0.0723,-0.2165,0.7966,-0.0213,-0.0484,0.1457
0.3,7000000,18.943,-1.24,-13.629,-1.048,-10.654,3.026,0.0626,-0.2365,0.8909,-0.0231,-0.0531,0.1561
0.45,10000000,-14.235,-1.24,-13.629,-1.048,-10.654,3.026,0.0946,0.4788,-0.8712,0.0432,0.1364,-0.2079
0.45,10000000,-12.361,-1.24,-13.629,-1.048,-10.654,3.026,0.1015,0.4115,-0.7318,0.0372,0.1112,-0.174
0.45,10000000,-11.806,-1.24,-13.629,-1.048,-10.654,3.026,0.1032,0.3913,-0.691,0.0354,0.1038,-0.1637
0.45,10000000,-11.801,-1.24,-13.629,-1.048,-10.654,3.026,0.1033,0.3911,-0.6906,0.0354,0.1037,-0.1636
0.45,10000000,-9.476,-1.24,-13.629,-1.048,-10.654,3.026,0.1093,0.3079,-0.5252,0.0279,0.0743,-0.1217
0.45,10000000,-7.993,-1.24,-13.629,-1.048,-10.654,3.026,0.112,0.2405,-0.4095,0.0217,0.0488,-0.0877
0.45,10000000,-7.46,-1.24,-13.629,-1.048,-10.654,3.026,0.1129,0.219,-0.3715,0.0198,0.0412,-0.077
0.45,10000000,-4.841,-1.24,-13.629,-1.048,-10.654,3.026,0.1155,0.1287,-0.2065,0.0116,0.0121,-0.032
0.45,10000000,0.703,-1.24,-13.629,-1.048,-10.654,3.026,0.1159,0.046,-0.0059,0.0044,0.005,0.0086
0.45,10000000,4.856,-1.24,-13.629,-1.048,-10.654,3.026,0.1131,0.007,0.1259,0.0003,0.0071,0.0296
0.45,10000000,7.801,-1.24,-13.629,-1.048,-10.654,3.026,0.1083,-0.0274,0.2457,-0.0033,0.0047,0.048
0.45,10000000,12.097,-1.24,-13.629,-1.048,-10.654,3.026,0.0957,-0.1226,0.492,-0.0126,-0.0227,0.0973
0.45,10000000,14.429,-1.24,-13.629,-1.048,-10.654,3.026,0.0858,-0.173,0.6359,-0.0173,-0.0384,0.1233
0.45,10000000,17.283,-1.24,-13.629,-1.048,-10.654,3.026,0.071,-0.2172,0.8034,-0.0214,-0.0504,0.1463
0.45,10000000,18.943,-1.24,-13.629,-1.048,-10.654,3.026,0.061,-0.2372,0.8994,-0.0232,-0.0554,0.1567
0.6,14000000,-14.235,-1.24,-13.629,-1.048,-10.654,3.026,0.0933,0.4811,-0.8757,0.0435,0.1388,-0.2095
0.6,14000000,-12.361,-1.24,-13.629,-1.048,-10.654,3.026,0.1003,0.4144,-0.7361,0.0375,0.1135,-0.1757
0.6,14000000,-11.806,-1.24,-13.629,-1.048,-10.654,3.026,0.1021,0.394,-0.6951,0.0357,0.1059,-0.1654
0.6,14000000,-11.801,-1.24,-13.629,-1.048,-10.654,3.026,0.1021,0.3938,-0.6947,0.0357,0.1059,-0.1653
0.6,14000000,-9.476,-1.24,-13.629,-1.048,-10.654,3.026,0.1082,0.3102,-0.5285,0.0281,0.0759,-0.1231
0.6,14000000,-7.993,-1.24,-13.629,-1.048,-10.654,3.026,0.111,0.2425,-0.4123,0.0219,0.0501,-0.089
0.6,14000000,-7.46,-1.24,-13.629,-1.048,-10.654,3.026,0.1118,0.2207,-0.374,0.02,0.0423,-0.0781
0.6,14000000,-4.841,-1.24,-13.629,-1.048,-10.654,3.026,0.1144,0.1294,-0.2078,0.0117,0.0126,-0.0326
0.6,14000000,0.703,-1.24,-13.629,-1.048,-10.654,3.026,0.1148,0.0459,-0.0061,0.0045,0.005,0.0084
0.6,14000000,4.856,-1.24,-13.629,-1.048,-10.654,3.026,0.112,0.0068,0.1263,0.0003,0.0071,0.0296
0.6,14000000,7.801,-1.24,-13.629,-1.048,-10.654,3.026,0.1072,-0.0275,0.2467,-0.0033,0.0046,0.048
0.6,14000000,12.097,-1.24,-13.629,-1.048,-10.654,3.026,0.0945,-0.1239,0.4959,-0.0127,-0.0239,0.098
0.6,14000000,14.429,-1.24,-13.629,-1.048,-10.654,3.026,0.0846,-0.1757,0.6425,-0.0175,-0.0406,0.1248
0.6,14000000,17.283,-1.24,-13.629,-1.048,-10.654,3.026,0.0695,-0.2205,0.8129,-0.0217,-0.0536,0.1482
0.15,3500000,-13.851,2.79,-24.614,-10.495,-9.034,-18.237,0.1156,0.1707,-0.5625,0.0285,0.0286,-0.0929
0.15,3500000,-12.376,2.79,-24.614,-10.495,-9.034,-18.237,0.1213,0.1283,-0.4665,0.0243,0.0124,-0.0713
0.15,3500000,-11.73,2.79,-24.614,-10.495,-9.034,-18.237,0.1235,0.1107,-0.4262,0.0226,0.0059,-0.0623
0.15,3500000,-7.736,2.79,-24.614,-10.495,-9.034,-18.237,0.134,0.0196,-0.2034,0.0133,-0.023,-0.0155
0.15,3500000,-6.84,2.79,-24.614,-10.495,-9.034,-18.237,0.1357,0.0034,-0.1593,0.0116,-0.0269,-0.007
0.15,3500000,-5.453,2.79,-24.614,-10.495,-9.034,-18.237,0.138,-0.0551,-0.0591,0.0057,-0.0493,0.0231
0.15,3500000,-1.186,2.79,-24.614,-10.495,-9.034,-18.237,0.1428,-0.0946,0.0951,0.0013,-0.0446,0.0447
0.15,3500000,-0.892,2.79,-24.614,-10.495,-9.034,-18.237,0.1431,-0.0973,0.1048,0.0011,-0.0441,0.0461
0.15,3500000,0.934,2.79,-24.614,-10.495,-9.034,-18.237,0.1445,-0.1383,0.1872,-0.0027,-0.0527,0.0667
0.15,3500000,1.457,2.79,-24.614,-10.495,-9.034,-18.237,0.1449,-0.1553,0.2156,-0.0043,-0.0577,0.0751
0.15,3500000,3.216,2.79,-24.614,-10.495,-9.034,-18.237,0.1457,-0.2141,0.3135,-0.0095,-0.0755,0.104
0.15,3500000,4.94,2.79,-24.614,-10.495,-9.034,-18.237,0.146,-0.2482,0.3878,-0.0122,-0.0816,0.1203
0.15,3500000,11.45,2.79,-24.614,-10.495,-9.034,-18.237,0.1375,-0.4346,0.7596,-0.0281,-0.1386,0.2122
0.15,3500000,12.054,2.79,-24.614,-10.495,-9.034,-18.237,0.1358,-0.4546,0.7995,-0.0298,-0.1457,0.2223
0.15,3500000,15.806,2.79,-24.614,-10.495,-9.034,-18.237,0.1213,-0.5466,1.0231,-0.0379,-0.1758,0.2684
0.3,7000000,-13.851,2.79,-24.614,-10.495,-9.034,-18.237,0.1145,0.171,-0.567,0.0285,0.03,-0.0938
0.3,7000000,-12.376,2.79,-24.614,-10.495,-9.034,-18.237,0.1203,0.1286,-0.4698,0.0244,0.0136,-0.072
0.3,7000000,-11.73,2.79,-24.614,-10.495,-9.034,-18.237,0.1226,0.111,-0.4291,0.0226,0.007,-0.063
0.3,7000000,-7.736,2.79,-24.614,-10.495,-9.034,-18.237,0.1332,0.0196,-0.2044,0.0133,-0.0225,-0.0159
0.3,7000000,-6.84,2.79,-24.614,-10.495,-9.034,-18.237,0.1349,0.0032,-0.1599,0.0116,-0.0266,-0.0072
0.3,7000000,-5.453,2.79,-24.614,-10.495,-9.034,-18.237,0.1372,-0.0556,-0.0592,0.0057,-0.0493,0.0231
0.3,7000000,-1.186,2.79,-24.614,-10.495,-9.034,-18.237,0.142,-0.0951,0.0952,0.0013,-0.0448,0.0448
0.3,7000000,-0.892,2.79,-24.614,-10.495,-9.034,-18.237,0.1423,-0.0978,0.105,0.001,-0.0443,0.0462
0.3,7000000,0.934,2.79,-24.614,-10.495,-9.034,-18.237,0.1437,-0.1389,0.1872,-0.0028,-0.053,0.0668
0.3,7000000,1.457,2.79,-24.614,-10.495,-9.034,-18.237,0.1441,-0.1559,0.2157,-0.0043,-0.0581,0.0753
0.3,7000000,3.216,2.79,-24.614,-10.495,-9.034,-18.237,0.1449,-0.2148,0.3134,-0.0095,-0.076,0.1042
0.3,7000000,4.94,2.79,-24.614,-10.495,-9.034,-18.237,0.1451,-0.2487,0.3874,-0.0122,-0.082,0.1204
0.3,7000000,11.45,2.79,-24.614,-10.495,-9.034,-18.237,0.1363,-0.4338,0.7588,-0.028,-0.1387,0.2116
0.3,7000000,12.054,2.79,-24.614,-10.495,-9.034,-18.237,0.1346,-0.4537,0.7989,-0.0298,-0.1458,0.2216
0.3,7000000,15.806,2.79,-24.614,-10.495,-9.034,-18.237,0.1194,-0.5456,1.0237,-0.0379,-0.1764,0.2676
0.45,10000000,-13.851,2.79,-24.614,-10.495,-9.034,-18.237,0.113,0.1722,-0.5717,0.0286,0.0323,-0.0953
0.45,10000000,-12.376,2.79,-24.614,-10.495,-9.034,-18.237,0.119,0.1296,-0.4735,0.0245,0.0155,-0.0734
0.45,10000000,-11.73,2.79,-24.614,-10.495,-9.034,-18.237,0.1213,0.112,-0.4323,0.0227,0.0088,-0.0643
0.45,10000000,-7.736,2.79,-24.614,-10.495,-9.034,-18.237,0.1321,0.02,-0.2056,0.0133,-0.0216,-0.0167
0.45,10000000,-6.84,2.79,-24.614,-10.495,-9.034,-18.237,0.1339,0.0031,-0.1605,0.0116,-0.026,-0.0077
0.45,10000000,-5.453,2.79,-24.614,-10.495,-9.034,-18.237,0.1362,-0.0563,-0.0592,0.0057,-0.0492,0.023
0.45,10000000,-1.186,2.79,-24.614,-10.495,-9.034,-18.237,0.141,-0.0959,0.0953,0.0012,-0.045,0.0448
0.45,10000000,-0.892,2.79,-24.614,-10.495,-9.034,-18.237,0.1412,-0.0987,0.1051,0.0009,-0.0446,0.0462
0.45,10000000,0.934,2.79,-24.614,-10.495,-9.034,-18.237,0.1426,-0.1399,0.1871,-0.0029,-0.0535,0.067
0.45,10000000,1.457,2.79,-24.614,-10.495,-9.034,-18.237,0.1429,-0.157,0.2155,-0.0044,-0.0586,0.0754
0.45,10000000,3.216,2.79,-24.614,-10.495,-9.034,-18.237,0.1437,-0.2158,0.313,-0.0096,-0.0766,0.1044
0.45,10000000,4.94,2.79,-24.614,-10.495,-9.034,-18.237,0.1438,-0.2493,0.3865,-0.0124,-0.0825,0.1203
0.45,10000000,11.45,2.79,-24.614,-10.495,-9.034,-18.237,0.1345,-0.432,0.7552,-0.0279,-0.1386,0.2102
0.45,10000000,12.054,2.79,-24.614,-10.495,-9.034,-18.237,0.1327,-0.4519,0.7953,-0.0297,-0.1457,0.2202
0.45,10000000,15.806,2.79,-24.614,-10.495,-9.034,-18.237,0.1167,-0.5428,1.0196,-0.0378,-0.1766,0.2656
0.6,14000000,-13.851,2.79,-24.614,-10.495,-9.034,-18.237,0.1112,0.1752,-0.5781,0.0289,0.0357,-0.0978
0.6,14000000,-12.376,2.79,-24.614,-10.495,-9.034,-18.237,0.1174,0.1321,-0.4784,0.0247,0.0183,-0.0755
0.6,14000000,-11.73,2.79,-24.614,-10.495,-9.034,-18.237,0.1198,0.1141,-0.4367,0.0229,0.0112,-0.0662
0.6,14000000,-7.736,2.79,-24.614,-10.495,-9.034,-18.237,0.1309,0.0205,-0.2071,0.0134,-0.0206,-0.0176
0.6,14000000,-6.84,2.79,-24.614,-10.495,-9.034,-18.237,0.1326,0.0031,-0.1614,0.0116,-0.0254,-0.0083
0.6,14000000,-5.453,2.79,-24.614,-10.495,-9.034,-18.237,0.135,-0.0575,-0.0588,0.0056,-0.0493,0.0231
0.6,14000000,-1.186,2.79,-24.614,-10.495,-9.034,-18.237,0.1398,-0.0979,0.0965,0.0011,-0.0458,0.0453
0.6,14000000,-0.892,2.79,-24.614,-10.495,-9.034,-18.237,0.14,-0.1006,0.1063,0.0008,-0.0454,0.0468
0.6,14000000,0.934,2.79,-24.614,-10.495,-9.034,-18.237,0.1413,-0.1422,0.1884,-0.0031,-0.0546,0.0677
0.6,14000000,1.457,2.79,-24.614,-10.495,-9.034,-18.237,0.1416,-0.1594,0.2168,-0.0046,-0.0599,0.0763
0.6,14000000,3.216,2.79,-24.614,-10.495,-9.034,-18.237,0.1423,-0.2188,0.3145,-0.0099,-0.0782,0.1055
0.6,14000000,4.94,2.79,-24.614,-10.495,-9.034,-18.237,0.1423,-0.2522,0.3876,-0.0126,-0.0842,0.1214
